It's the official language of Suriname,SJ,11,$1000,LANGUAGES,Dutch,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
"Heroic Stanzas" was John Dryden's memorial to this Lord Protector of England,SJ,12,$800,POETS,Oliver Cromwell,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This lord's mistress Teresa Guiccioli published a book about him in 1868 44 years after his death,SJ,13,$1000,POETS,(Lord) Byron,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
The Museum of Dolls in this Riviera principality has a collection of early mechanical dolls,SJ,14,$400,MUSEUMS,Monaco,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This European city's Musee d'Orsay is a converted railway station built in 1900,SJ,15,$600,MUSEUMS,Paris,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Dealing with the task at hand is "getting down to brass" ones of these,SJ,16,$200,CLICHES,tacks,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
A person with a failing or weakness is said to have "feet of" this material,SJ,17,$400,CLICHES,clay,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Referring to ancient athletic prizes to be content with one's success is "to rest on" these,SJ,18,$600,CLICHES,your laurels,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
It's plain to see that "nuda veritas" is Latin for this cliche,SJ,19,$800,CLICHES,naked truth,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This expression meaning away from turmoil became popular after Thomas Hardy used it as a book title,SJ,20,$1000,CLICHES,<i>Far from the Madding Crowd</i>,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Founded in 1773 this South Carolina port's museum is the nation's oldest,SJ,21,$800,MUSEUMS,Charleston,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Capital in which you'd find the Newfoundland &amp; Labrador Museum of Transportation,SJ,22,$1000,MUSEUMS,St. John's,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
About half of all English words are derived from this classical language,SJ,23,$200,LANGUAGES,Latin,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
The standard literary form of this language is the dialect of Florence,SJ,24,$400,LANGUAGES,Italian,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This country's official language evolved from Pasar Malay a dialect spoken on its island of Sumatra,SJ,25,$600,LANGUAGES,Indonesia,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
It's the group of wives mistresses &amp; female servants of a Turkish sultan or their residence,SJ,26,$200,WOMEN'S GROUPS,the harem,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
MADD stands for "Mothers Against" this,SJ,27,$400,WOMEN'S GROUPS,Drunk Driving,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
The first of these was founded in 1851 at Wesleyan Female College,SJ,28,$600,WOMEN'S GROUPS,a sorority,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Members of this group founded in 1890 are direct descendants of people who helped free the colonies,SJ,29,$800,WOMEN'S GROUPS,the D.A.R. (Daughters of the American Revolution),<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
The name of this organization for Jewish women is from the Hebrew name of Queen Esther,SJ,30,$1000,WOMEN'S GROUPS,Hadassah,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This hodgepodge of potatoes &amp; corned beef is cooked in a skillet until crusty,DJ,1,$400,COOKING,hash,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Don't try to make this foam of beaten egg whites &amp; sugar on a humid day,DJ,2,$800,COOKING,meringue,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Jack Klugman was Juror 5 &amp; E.G. Marshall Juror 4 in this 1957 release,DJ,3,$2000,FILMS OF THE '50s,<i>12 Angry Men</i>,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This term means to decorate food with an edible condiment like parsley,DJ,4,$1200,COOKING,garnish,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Layer slices of potato with a creamy sauce in a casserole top with bread crumbs &amp; bake to make this,DJ,5,$1600,COOKING,potatoes au gratin (scalloped potatoes),<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Term for these dumplings from northern China reflects the trouble you may have getting them out of the pan,DJ,6,$2000,COOKING,pot stickers,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This term can refer to the vegetation lying beyond the timberline or the area itself,DJ,7,$400,THE ARCTIC,a tundra,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Daniel Mann directed her to an Oscar in 1952's "Come Back Little Sheba",DJ,8,$1600,FILMS OF THE '50s,Shirley Booth,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Gina Lollobrigida played the gypsy girl Esmeralda in a 1957 color version of this film,DJ,9,$1200,FILMS OF THE '50s,<i>The Hunchback of Notre Dame</i>,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This Jimmy Stewart movie was based on Charles Lindbergh's autobiography of the same title,DJ,10,$800,FILMS OF THE '50s,<i>The Spirit of St. Louis</i>,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Charlton Heston's son Fraser played the infant Moses in this 1956 epic,DJ,11,$400,FILMS OF THE '50s,<i>The Ten Commandments</i>,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Christopher Durham makes hand-painted music boxes from the eggs of these largest living birds,DJ,12,$400,ARTISTS,ostriches,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
These are taxes imposed on imports or exports,DJ,13,$1200,ECONOMICS,tariffs,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Measuring the change in the cost of goods &amp; services purchased by a household CPI stands for this,DJ,14,$1600,ECONOMICS,consumer price index,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
While GNP is gross national product GDP is this,DJ,15,$2000,ECONOMICS,gross domestic product,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Encyclopaedia Britannica calls this diminutive Frenchman "The Documenter of Montmartre",DJ,16,$1600,ARTISTS,Toulouse-Lautrec,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
His baseball painting "The Dugout" adorned the Sept. 4 1948 cover of the Saturday Evening Post,DJ,17,$800,ARTISTS,Norman Rockwell,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
He painted that famous portrait of his mother in London in 1872,DJ,18,$1200,ARTISTS,Whistler,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Famous family whose paintings are featured in the Brandywine River Museum in Chadds Ford Pennsylvania,DJ,19,$2000,ARTISTS,the Wyeths,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
The discount rate is the rate of this the Fed charges commercial banks,DJ,20,$400,ECONOMICS,interest,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
In a closed shop membership in one of these is a condition of employment,DJ,21,$800,ECONOMICS,a union,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This man who died in Philadelphia July 6 1835 had been Chief Justice since 1801,DJ,22,$1200,19th CENTURY AMERICA,(John) Marshall,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
He didn't take the oath of office as president until 2 days after William Henry Harrison's death,DJ,23,$1600,19th CENTURY AMERICA,(John) Tyler,<a href="http://www.j-archive.com/showplayer.php?player_id=13488" rel="external" target="_blank">Frances Taliaferro</a> a guidance counselor and teacher from New York City New York,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
He was in jail after destroying the printing press of dissident Mormons when killed by a mob in 1844,DJ,24,$2000,19th CENTURY AMERICA,Joseph Smith,<a href="http://www.j-archive.com/showplayer.php?player_id=13489" rel="external" target="_blank">George O'Neal</a> a retired management analyst from Phoenix Arizona,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This hero of the Battle of New Orleans served as provisional governor of Florida in 1821,DJ,25,$800,19th CENTURY AMERICA,(Andrew) Jackson,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Cape Columbia on Ellesmere Island is this country's northernmost point,DJ,26,$1600,THE ARCTIC,Canada,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
Some once thought that this Arctic rodent migrated to find its ancient home Atlantis,DJ,27,$800,THE ARCTIC,the lemming,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
This Arctic whale's larger tooth grows forward up to 9' from the left side of its head,DJ,28,$1200,THE ARCTIC,the narwhal (the narwhale),Triple Stumper,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
In 1822 a 280-mile section of this canal opened between Rochester &amp; Albany New York,DJ,29,$400,19th CENTURY AMERICA,the Erie Canal,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
There's a naval Arctic research laboratory near this northernmost "Point",DJ,30,$2000,THE ARCTIC,Point Barrow,<a href="http://www.j-archive.com/showplayer.php?player_id=13490" rel="external" target="_blank">Darrell Noe</a> a postal carrier from Fort Worth Texas,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
She played the Favorite Aunt in the Washington Ballet's Dec. 26 1993 performance of "The Nutcracker",FJ,0,$5000,NEWSMAKERS,Chelsea Clinton,Final,<a href = "http://www.j-archive.com/showgame.php?game_id=6758">Show #2287 - Tuesday July 12 1994</a>
